cve_id,published,year,severity,score,keyword_hits,description,cpe_matches,relevance_reason
CVE-2016-0491,2016-01-21T03:00:39.387,2016,MEDIUM,6.4,Asterisk,Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect integrity and availability via unknown vectors related to Load Testing for Web Apps.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that the UploadFileAction servlet allows remote authenticated users to upload and execute arbitrary files via an * (asterisk) character in the fileType parameter.,cpe:2.3:a:oracle:application_testing_suite:12.4.0.2:*:*:*:*:*:*:*; cpe:2.3:a:oracle:application_testing_suite:12.5.0.2:*:*:*:*:*:*:*,keyword match without RTC marker
CVE-2016-2232,2016-02-22T15:59:01.190,2016,MEDIUM,6.5,Asterisk,"Asterisk Open Source 1.8.x, 11.x before 11.21.1, 12.x, and 13.x before 13.7.1 and Certified Asterisk 1.8.28, 11.6 before 11.6-cert12, and 13.1 before 13.1-cert3 allow remote authenticated users to cause a denial of service (uninitialized pointer dereference and crash) via a zero length error correcting redundancy packet for a UDPTL FAX packet that is lost.",cpe:2.3:a:digium:asterisk:1.8.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.0:beta1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.0:beta2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.0:beta3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.0:beta4:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.0:beta5:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.0:rc4:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.0:rc5:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.1:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.1.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.1.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.2.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.2.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.2.3:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.2.4:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.3:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.3:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.3:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.3:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.3.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.3.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.3.3:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.4:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.4:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.4:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.4:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.4.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.4.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.4.3:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.4.4:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.5:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.5:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.5.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.6.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.6.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.6.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.6.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.7.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.7.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.7.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.7.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.8.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.8.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.8.0:patch:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.8.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.8.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.8.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.8.0:rc4:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.8.0:rc5:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.8.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.8.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.9.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.9.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.9.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.9.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.9.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.9.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.9.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.9.3:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.10.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.10.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.10.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.10.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.10.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.10.0:rc4:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.10.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.11.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.11.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.11.0:patch:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.11.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.11.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.11.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.11.1:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.11.1:patch:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.12:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.12.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.12.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.12.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.12.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.12.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.12.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.12.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.13.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.13.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.13.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.13.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.14.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.14.0:patch:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.14.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.14.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.14.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.14.1:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.14.1:patch:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.15.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.15.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.15.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.15.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.16.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.16.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.16.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.16.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.17.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.17.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.17.0:patch:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.17.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.17.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.17.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.18.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.18.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.18.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.18.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.19.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.19.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.19.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.19.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.19.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.20.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.20.0:patch:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.20.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.20.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.20.1:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.20.1:patch:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.20.2:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.20.2:patch:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.21.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.21.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.21.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.22.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.22.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.22.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.23.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.23.0:patch:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.23.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.23.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.23.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.24.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.24.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.24.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.24.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.25.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.25.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.25.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.26.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.26.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.26.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.27.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.27.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.27.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.28.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.28.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.28.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.28.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:1.8.32.0:*:*:*:lts:*:*:*; cpe:2.3:a:digium:asterisk:11.0.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.0.0:beta1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.0.0:beta2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.0.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.0.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.0.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.0.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.1.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.1.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.1.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.1.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.1.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.1.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.2.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.4.0:rc4:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.6.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.6.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.6.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.7.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.7.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.7.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.8.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.8.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.8.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.8.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.8.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.9.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.9.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.9.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.9.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.10.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.10.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.10.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.10.1:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.11.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.11.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.12.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.12.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.13.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.13.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.14.0:*:*:*:lts:*:*:*; cpe:2.3:a:digium:asterisk:11.14.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.14.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.15.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.15.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.15.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.16.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.16.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.17.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.18.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.18.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.19.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.20.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.21.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.21.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.21.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:11.21.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.0.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.1.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.1.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.1.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.1.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.1.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.2.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.2.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.2.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.2.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.3.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.3.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.3.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.3.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.3.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.4.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.4.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.5.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.5.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.6.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.6.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.7.0:*:*:*:lts:*:*:*; cpe:2.3:a:digium:asterisk:12.7.0:*:*:*:standard:*:*:*; cpe:2.3:a:digium:asterisk:12.7.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.7.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.7.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.8.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.8.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.8.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.8.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:12.8.2:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.0.0:*:*:*:lts:*:*:*; cpe:2.3:a:digium:asterisk:13.0.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.1.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.1.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.1.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.2.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.2.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.3.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.4.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.4.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.5.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.5.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.6.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.7.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.7.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.7.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:asterisk:13.7.0:rc3:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:1.8.28:*:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert1:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert1:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert1_rc2:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert10:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert11:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert2:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert2:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert3:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert3:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert4:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert5:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert6:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert7:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert8:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6:cert9:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6.0:*:*:*:lts:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6.0:-:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:11.6.0:rc2:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:13.1:*:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:13.1:cert1:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:13.1:cert2:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:13.1.0:*:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:13.1.0:rc1:*:*:*:*:*:*; cpe:2.3:a:digium:certified_asterisk:13.1.0:rc2:*:*:*:*:*:*,keyword match without RTC marker
CVE-2016-5328,2016-12-29T09:59:00.180,2016,MEDIUM,5.5,SIP,"VMware Tools 9.x and 10.x before 10.1.0 on OS X, when System Integrity Protection (SIP) is enabled, allows local users to determine kernel memory addresses and bypass the kASLR protection mechanism via unspecified vectors.",cpe:2.3:a:vmware:tools:*:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:10.0.0:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:10.0.5:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:10.0.6:*:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.0.0:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.0.1:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.0.5:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.0.10:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.0.11:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.0.12:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.0.13:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.0.15:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.0.16:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.0.17:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.4.0:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.4.5:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.4.10:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.4.11:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.4.12:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.4.15:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.10.0:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.10.1:*:*:*:*:*:*:*; cpe:2.3:a:vmware:tools:9.10.5:*:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*,generic SIP match without protocol context
CVE-2016-5329,2016-12-29T09:59:00.227,2016,MEDIUM,5.5,SIP,"VMware Fusion 8.x before 8.5 on OS X, when System Integrity Protection (SIP) is enabled, allows local users to determine kernel memory addresses and bypass the kASLR protection mechanism via unspecified vectors.",cpe:2.3:a:vmware:fusion:8.0.0:*:*:*:*:*:*:*; cpe:2.3:a:vmware:fusion:8.0.1:*:*:*:*:*:*:*; cpe:2.3:a:vmware:fusion:8.0.2:*:*:*:*:*:*:*; cpe:2.3:a:vmware:fusion:8.1.0:*:*:*:*:*:*:*; cpe:2.3:a:vmware:fusion:8.1.1:*:*:*:*:*:*:*; cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*,generic SIP match without protocol context
CVE-2016-6440,2016-10-27T21:59:12.577,2016,MEDIUM,6.5,TURN,"The Cisco Unified Communications Manager (CUCM) may be vulnerable to data that can be displayed inside an iframe within a web page, which in turn could lead to a clickjacking attack. More Information: CSCuz64683 CSCuz64698. Known Affected Releases: 11.0(1.10000.10), 11.5(1.10000.6), 11.5(0.99838.4). Known Fixed Releases: 11.0(1.22048.1), 11.5(0.98000.1070), 11.5(0.98000.284)11.5(0.98000.346), 11.5(0.98000.768), 11.5(1.10000.3), 11.5(1.10000.6), 11.5(2.10000.2).",cpe:2.3:a:cisco:unified_communications_manager:11.5\(0.99838.4\):*:*:*:*:*:*:*,generic TURN match without RTC context
